"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.161856375E0	-6.200822511E0	-8.203420197E0	5.148549396E-1	1.029618271E1
3.171828375E0	-3.887459054E0	-7.081658771E0	4.457740628E0	9.226791444E0
3.181800375E0	-1.688465673E0	-5.405897051E0	1.166391819E1	1.296617241E1
3.191772375E0	-1.404953043E0	-4.192326154E0	1.872094849E1	1.923599241E1
3.201743375E0	-8.988206877E-1	-2.321140546E0	2.524651834E1	2.536892313E1
3.211715375E0	-1.966598280E0	-1.455769587E-1	2.828759907E1	2.835625086E1
3.221687375E0	-3.714688157E0	2.152462700E0	2.608877468E1	2.643967034E1
3.231659375E0	-3.731241040E0	5.071933329E0	2.093109544E1	2.185766281E1
3.241631375E0	-2.270649547E0	7.147903047E0	1.498360939E1	1.675580251E1
3.251602375E0	1.238332102E-1	7.931260375E0	1.205156053E1	1.442776271E1
3.261574375E0	2.781751159E0	7.781279878E0	1.595023600E1	1.796375474E1
3.271546375E0	5.331596482E0	6.179222896E0	2.256227916E1	2.399302310E1
3.281518375E0	9.032625543E0	4.822474737E0	2.661195079E1	2.851386525E1
3.291490375E0	1.356654370E1	4.407752781E0	2.769371375E1	3.115158381E1
3.301462375E0	1.798351286E1	5.064134898E0	2.565813426E1	3.173943999E1
3.311433375E0	2.137631881E1	7.100226604E0	2.270608090E1	3.198321956E1
3.321405375E0	2.241032639E1	8.825787306E0	2.094223555E1	3.191699360E1
3.331377375E0	2.318483221E1	9.831485009E0	1.942521638E1	3.180461560E1
3.341349375E0	2.415409006E1	1.063058655E1	1.802712139E1	3.195945154E1
3.351321375E0	2.459674066E1	1.099815656E1	1.739293940E1	3.206982132E1
3.361292375E0	2.378579734E1	1.040142130E1	1.790354400E1	3.153554515E1
3.371264375E0	2.189813837E1	9.223409665E0	1.911416088E1	3.049509626E1
3.381236375E0	1.928873652E1	7.348285373E0	1.940761743E1	2.833210668E1
3.391208375E0	1.648451831E1	5.113223442E0	1.779150784E1	2.478754020E1
3.401180375E0	1.347614808E1	3.617113038E0	1.499676329E1	2.048396893E1
3.411151375E0	1.084924903E1	2.658489221E0	1.199729836E1	1.639234387E1
3.421123375E0	8.450037627E0	1.988606761E0	9.455735330E0	1.283622310E1
3.431095375E0	5.260892535E0	1.384369821E0	7.679289234E0	9.410895452E0
3.441067375E0	2.243162078E0	1.155230596E0	6.789971003E0	7.243620646E0
3.451039375E0	1.104586911E0	7.548702782E-1	6.195358872E0	6.338171104E0
3.461010375E0	4.553345235E-1	-3.520149538E-1	4.895059733E0	4.928778129E0
3.470982375E0	6.096942924E-2	-1.126976046E0	2.617952229E0	2.850871122E0
3.480954375E0	5.806285143E-3	-1.566977196E0	-2.216094732E-4	1.566987969E0
3.490926375E0	-2.613726593E-1	-1.592727311E0	-2.566058190E0	3.031460142E0
3.500898375E0	-7.852600121E-1	-1.070037614E0	-4.922097259E0	5.097906944E0
3.510869125E0	-1.734700338E0	-3.003527570E-1	-6.742219716E0	6.968279827E0
3.520841125E0	-3.209695131E0	7.534963287E-1	-8.406879328E0	9.030255787E0
3.530813125E0	-4.376897024E0	1.896710312E0	-9.821317871E0	1.091847161E1
3.540785125E0	-4.530572084E0	2.621000968E0	-1.030943174E1	1.156201160E1
3.550757125E0	-3.818269828E0	2.728940861E0	-1.024803364E1	1.127157913E1
3.560728125E0	-3.455997981E0	2.523825798E0	-9.133482412E0	1.008633331E1
3.570700125E0	-3.582551900E0	2.128068117E0	-6.507749292E0	7.727493311E0
3.580672125E0	-4.618494911E0	1.140183663E0	-3.151774367E0	5.706504683E0
3.590644125E0	-6.872115612E0	3.937219736E-1	-4.481598437E-2	6.883530958E0
3.600616125E0	-9.060766438E0	-2.823012328E-1	1.837828411E0	9.249583542E0
3.610587125E0	-1.108509881E1	-1.873753120E0	2.617124264E0	1.154295048E1
3.620559125E0	-1.130631769E1	-3.772451338E0	1.119885054E0	1.197156428E1
3.630531125E0	-9.654331332E0	-5.448839003E0	-1.952513945E0	1.125647683E1
3.640503125E0	-8.942018843E0	-7.202233036E0	-5.511476716E0	1.273609977E1
3.650475125E0	-9.557994946E0	-9.054661360E0	-7.977158679E0	1.539406445E1
3.660447125E0	-1.159549174E1	-1.094813948E1	-8.060090323E0	1.786847063E1
3.670418125E0	-1.345204937E1	-1.277421089E1	-6.487136103E0	1.965250699E1
3.680390125E0	-1.429187793E1	-1.541274357E1	-3.284883308E0	2.127441885E1
3.690362125E0	-1.343225654E1	-1.865504920E1	1.035106859E0	2.301103698E1
3.700334125E0	-1.020111792E1	-2.150414830E1	6.190436686E0	2.459294019E1
3.710305125E0	-5.549133954E0	-2.307332113E1	1.060854956E1	2.599446786E1
3.720277125E0	-2.275675082E0	-2.360945233E1	1.313080451E1	2.711093808E1
3.730249125E0	-1.756491339E-1	-2.370000699E1	1.320990330E1	2.713342457E1
3.740221125E0	7.446072453E-1	-2.338519758E1	1.169119429E1	2.615541874E1
3.750193125E0	3.768309756E-1	-2.301987056E1	9.621670539E0	2.495261481E1
3.760165125E0	-3.378872037E-2	-2.287042976E1	7.496118187E0	2.406760243E1
3.770136125E0	-1.107161367E0	-2.276163646E1	5.416869351E0	2.342350047E1
3.780108125E0	-2.097194233E0	-2.236758559E1	2.993735822E0	2.266427944E1
3.790080125E0	-3.721731128E0	-2.204477484E1	1.694242430E-1	2.235737205E1
3.800052125E0	-5.775090832E0	-2.144837288E1	-2.908932484E0	2.240192540E1
3.810024125E0	-7.140338504E0	-2.059207387E1	-5.667858160E0	2.251982585E1
3.819995125E0	-7.759596648E0	-1.955583850E1	-7.740190324E0	2.241768735E1
3.829967125E0	-7.699718821E0	-1.872269096E1	-9.662567720E0	2.243189786E1
3.839939125E0	-7.265815074E0	-1.769276240E1	-1.076652028E1	2.194866440E1
3.849911125E0	-6.467019342E0	-1.624718100E1	-1.138028497E1	2.086394295E1
3.859883125E0	-5.967928496E0	-1.489093570E1	-1.177333948E1	1.989893613E1
3.869854125E0	-5.714744643E0	-1.370413921E1	-1.122457946E1	1.861324587E1
3.879826125E0	-5.677982029E0	-1.260386981E1	-1.012951993E1	1.713779998E1
3.889798125E0	-5.937460994E0	-1.125442716E1	-8.861086947E0	1.550594839E1
3.899770125E0	-6.982657809E0	-9.446130109E0	-7.080879922E0	1.371589387E1
3.909742125E0	-8.359419817E0	-7.346583833E0	-4.780725617E0	1.211228843E1
3.919713125E0	-9.821644145E0	-5.368216424E0	-3.747257733E0	1.180357496E1
3.929685125E0	-1.066452847E1	-3.834044154E0	-3.870474354E0	1.197550140E1
3.939657125E0	-1.029033473E1	-3.003546866E0	-3.557946525E0	1.129474507E1
3.949629125E0	-1.029882255E1	-2.521270857E0	-1.317710393E0	1.068451746E1
3.959601125E0	-1.116388887E1	-1.047744885E0	3.458663726E0	1.173424641E1
3.969572125E0	-1.294505835E1	9.916765188E-1	9.410222942E0	1.603465789E1
3.979544125E0	-1.497294992E1	2.801639585E0	1.397011150E1	2.066887585E1
3.989516125E0	-1.667154502E1	4.838488799E0	1.432379438E1	2.250605413E1
3.999488125E0	-1.564955580E1	6.092715679E0	1.118145858E1	2.017559905E1
4.009460125E0	-1.277043125E1	5.772817435E0	9.445152454E0	1.690030297E1
4.019431125E0	-1.039134421E1	4.902930670E0	1.272324539E1	1.714350422E1
4.029403125E0	-9.080442318E0	4.386765370E0	1.821327803E1	2.081878094E1
4.039375125E0	-7.087667370E0	5.031408616E0	2.197632500E1	2.363279420E1
4.049347125E0	-4.579948604E0	6.397412918E0	2.307707504E1	2.438143174E1
4.059319125E0	-1.975818754E0	7.454458530E0	2.216948660E1	2.347251473E1
4.069290125E0	9.814248879E-1	8.420022115E0	2.113328046E1	2.277005732E1
4.079262125E0	4.486019517E0	9.700457093E0	2.091326377E1	2.348590727E1
4.089234125E0	7.911956377E0	1.059346726E1	2.146283889E1	2.520861074E1
4.099206125E0	1.122377839E1	1.116051854E1	2.242796160E1	2.745075293E1
4.109178125E0	1.390351640E1	1.151942531E1	2.304120354E1	2.927288828E1
4.119149125E0	1.593117876E1	1.171045735E1	2.250305388E1	2.995537851E1
4.129121125E0	1.688207285E1	1.199014605E1	2.061888219E1	2.922167498E1
4.139093125E0	1.740542320E1	1.222607302E1	1.773607857E1	2.769465836E1
4.149065125E0	1.780053945E1	1.194612353E1	1.488574688E1	2.609893738E1
4.159037125E0	1.805455653E1	1.127560226E1	1.264301925E1	2.475787054E1
4.169009125E0	1.794256013E1	1.017107960E1	1.203937961E1	2.388164537E1
4.178980125E0	1.739496838E1	8.334375608E0	1.224705633E1	2.284813189E1
4.188952125E0	1.618592557E1	6.173834687E0	1.226079612E1	2.122327832E1
4.198924125E0	1.463658650E1	4.332137173E0	1.150076801E1	1.911190053E1
4.208896125E0	1.300941397E1	2.631661904E0	1.015486176E1	1.671202303E1
4.218868125E0	1.154024958E1	1.308750705E0	8.464416515E0	1.437137905E1
4.228839125E0	9.754357896E0	4.109877782E-1	7.407753310E0	1.225525267E1
4.238811125E0	7.788734493E0	-6.020799751E-1	7.077469826E0	1.054122689E1
4.248783125E0	6.260904990E0	-1.837107304E0	6.315905655E0	9.080999878E0
4.258755125E0	5.084523554E0	-2.906192479E0	5.116438242E0	7.776649328E0
4.268727125E0	4.170590591E0	-3.791979285E0	3.701240730E0	6.743301544E0
4.278698125E0	3.305667821E0	-4.594684172E0	2.536220434E0	6.202497599E0
4.288670125E0	2.586688337E0	-5.230340833E0	1.852224841E0	6.121940758E0
4.298642125E0	1.472092966E0	-5.959414365E0	1.483990003E0	6.315370425E0
4.308614125E0	9.571199128E-1	-6.365188912E0	2.257525764E0	6.821153201E0
4.318586125E0	1.933832091E-1	-6.427542450E0	3.732202907E0	7.435054644E0
4.328557125E0	-1.800652691E0	-6.516077482E0	6.622485697E0	9.463558140E0
4.338529125E0	-3.115033095E0	-6.399986862E0	1.166199446E1	1.366255385E1
4.348501125E0	-4.078629092E0	-6.732085322E0	1.646972720E1	1.825398866E1
4.358473125E0	-5.667377518E0	-7.012644085E0	1.983278953E1	2.178613976E1
4.368445125E0	-8.920768307E0	-6.639451393E0	2.122795624E1	2.396431823E1
4.378416125E0	-1.365050971E1	-5.153533562E0	2.072980387E1	2.534995251E1
4.388388125E0	-1.752705932E1	-3.276063075E0	1.845417630E1	2.566100194E1
4.398360125E0	-1.984770461E1	-2.278205611E0	1.525921907E1	2.513892133E1
4.408332125E0	-1.900461797E1	-2.434859243E0	1.185347206E1	2.253017629E1
4.418304125E0	-1.596761626E1	-3.922064338E0	8.725291795E0	1.861392153E1
4.428275125E0	-1.308025416E1	-5.705977328E0	5.412092761E0	1.526243671E1
4.438247125E0	-1.102378140E1	-6.954016392E0	1.633412676E0	1.313583409E1
4.448219125E0	-9.710528921E0	-8.086216852E0	-1.606512560E0	1.273821642E1
4.458191125E0	-8.733962047E0	-8.763603922E0	-4.940870914E0	1.332272690E1
4.468163125E0	-7.526533649E0	-9.487852331E0	-9.295722765E0	1.526690906E1
4.478135125E0	-5.051263422E0	-1.039415088E1	-1.285165843E1	1.728348226E1
4.488106125E0	-2.346590845E0	-1.078589094E1	-1.601022025E1	1.944656999E1
4.498078125E0	-7.049086710E-1	-1.096477130E1	-1.821533508E1	2.127255363E1
4.508050000E0	-2.830258856E-1	-1.142809297E1	-1.782262672E1	2.117374402E1
4.518022000E0	-3.575938553E-1	-1.241858324E1	-1.686972937E1	2.095081984E1
4.527994000E0	-5.156491376E-2	-1.348733030E1	-1.649207409E1	2.130491129E1
4.537965000E0	8.672182412E-1	-1.466715925E1	-1.717198832E1	2.259988520E1
4.547937000E0	1.716963102E0	-1.635703849E1	-1.817518342E1	2.451199630E1
4.557909000E0	2.277655680E0	-1.702790240E1	-1.860269440E1	2.532187621E1
4.567881000E0	1.845201166E0	-1.739384689E1	-1.849445309E1	2.545575518E1
4.577853000E0	-5.964876249E-2	-1.798129910E1	-1.780116276E1	2.530241236E1
4.587824000E0	-3.066224047E0	-1.851289287E1	-1.563236382E1	2.442334397E1
4.597796000E0	-5.726541401E0	-1.896922478E1	-1.293900180E1	2.366521778E1
4.607768000E0	-6.502494400E0	-1.938674287E1	-1.010944059E1	2.281072164E1
4.617740000E0	-5.818828590E0	-2.034220130E1	-7.139015864E0	2.233001270E1
4.627712000E0	-4.616951831E0	-2.182333143E1	-3.428918356E0	2.256837433E1
4.637683000E0	-3.063329383E0	-2.273389961E1	-6.915455174E-1	2.294978025E1
4.647655000E0	-2.201850769E0	-2.263285037E1	2.911679506E-1	2.274156638E1
4.657627000E0	-2.713996547E0	-2.173376144E1	5.967726767E-1	2.191068920E1
4.667599000E0	-3.570214568E0	-2.066401100E1	1.212770998E-1	2.097051480E1
4.677571000E0	-4.268183252E0	-1.971767891E1	-6.293124318E-1	2.018415923E1
4.687542000E0	-5.241199697E0	-1.859230273E1	-7.377636641E-1	1.933101628E1
4.697514000E0	-6.061911378E0	-1.730336590E1	5.685481668E-2	1.833457045E1
4.707486000E0	-6.232218550E0	-1.611553562E1	1.540072988E0	1.734712833E1
4.717458000E0	-5.920412852E0	-1.557768884E1	3.032880592E0	1.693853721E1
4.727430000E0	-5.163773206E0	-1.611165774E1	4.924391706E0	1.762100175E1
4.737401000E0	-4.329283147E0	-1.669548586E1	7.093409336E0	1.864935378E1
4.747373000E0	-3.710027049E0	-1.653297887E1	8.492632838E0	1.895332434E1
4.757345000E0	-3.673764664E0	-1.553481121E1	9.240414537E0	1.844484120E1
4.767317000E0	-3.997796305E0	-1.447966126E1	9.021374915E0	1.752221935E1
4.777289000E0	-2.598221970E0	-1.389540280E1	7.008997176E0	1.577843521E1
4.787260000E0	-2.822132322E-1	-1.354445408E1	4.746805335E0	1.435493092E1
4.797232000E0	1.363414862E0	-1.304295126E1	3.898339845E0	1.368117434E1
4.807204000E0	2.410006530E0	-1.225165341E1	5.152727816E0	1.350784020E1
4.817176000E0	2.513060782E0	-1.057152616E1	9.691651186E0	1.456024528E1
4.827148000E0	1.351714876E0	-7.894474956E0	1.598495677E1	1.787928161E1
4.837119000E0	-7.996739835E-1	-4.147820364E0	1.993453342E1	2.037718124E1
4.847091000E0	-4.263471565E0	3.106469994E-1	2.095568415E1	2.138724829E1
4.857063000E0	-7.666672697E0	5.332970577E0	1.985455287E1	2.194132437E1
4.867035000E0	-9.736059619E0	9.942545854E0	1.860047129E1	2.322977846E1
4.877007000E0	-1.144986099E1	1.311771844E1	1.999882941E1	2.651654260E1
4.886979000E0	-1.291001248E1	1.524672825E1	2.399824071E1	3.122573781E1
4.896950000E0	-1.421605943E1	1.721717327E1	2.868970975E1	3.635418610E1
4.906922000E0	-1.423745088E1	1.802802654E1	3.163637900E1	3.909699764E1
4.916894000E0	-1.306636351E1	1.799834841E1	3.204078647E1	3.900362033E1
4.926866000E0	-1.198040459E1	1.791736331E1	3.152902412E1	3.819216365E1
4.936838000E0	-1.161421452E1	1.734398768E1	3.082253546E1	3.722542921E1
4.946809000E0	-1.184034974E1	1.634859043E1	3.038158055E1	3.647616657E1
4.956781000E0	-1.214087324E1	1.509344349E1	2.979000605E1	3.553388946E1
4.966753000E0	-1.255062272E1	1.336532580E1	2.778134246E1	3.328592876E1
4.976725000E0	-1.300323113E1	1.151326234E1	2.514983346E1	3.056392241E1
4.986697000E0	-1.330100643E1	9.641083880E0	2.263384440E1	2.796709106E1
4.996668000E0	-1.311745882E1	7.302333859E0	2.042255374E1	2.534704138E1
5.006640000E0	-1.245022486E1	4.359989800E0	1.852777286E1	2.274414160E1
5.016612000E0	-1.131414711E1	1.009729212E0	1.714738090E1	2.056847466E1
5.026584000E0	-9.727127413E0	-2.622975865E0	1.537915248E1	1.838519353E1
5.036556000E0	-8.153458663E0	-6.004285898E0	1.242609223E1	1.602928899E1
5.046527000E0	-7.205799837E0	-8.723020152E0	8.733689566E0	1.429307403E1
5.056499000E0	-6.440825570E0	-1.079817945E1	4.577480494E0	1.338051722E1
5.066471000E0	-5.636615902E0	-1.249876727E1	9.684029925E-1	1.374512374E1
5.076443000E0	-5.105841333E0	-1.396208328E1	-1.809014502E0	1.497604483E1
5.086415000E0	-4.271991251E0	-1.479916014E1	-3.896795595E0	1.588867729E1
5.096387000E0	-3.028596630E0	-1.529367204E1	-5.477799093E0	1.652498365E1
5.106358000E0	-1.617103330E0	-1.560849431E1	-6.751864114E0	1.708296774E1
5.116330000E0	-6.749503885E-1	-1.573803938E1	-7.412862607E0	1.740953685E1
5.126302000E0	-1.869711890E-1	-1.556039278E1	-7.672842094E0	1.735031087E1
5.136274000E0	-7.916987468E-2	-1.515914515E1	-7.882762399E0	1.708636569E1
5.146246000E0	-5.078719023E-1	-1.471553093E1	-8.327253699E0	1.691590785E1
5.156217000E0	-8.802779243E-1	-1.430274791E1	-9.173170388E0	1.701442159E1
5.166189000E0	-9.801187661E-1	-1.383846963E1	-1.047712287E1	1.738487786E1
5.176161000E0	-9.495302269E-1	-1.345742997E1	-1.214782908E1	1.815416703E1
5.186133000E0	-5.633258723E-1	-1.329523172E1	-1.360970316E1	1.903429911E1
5.196105000E0	3.515050035E-1	-1.306146589E1	-1.508588187E1	1.995768721E1
5.206076000E0	6.988028622E-1	-1.293935263E1	-1.583865008E1	2.046406627E1
5.216048000E0	5.349381519E-1	-1.313945371E1	-1.547968951E1	2.031138080E1
5.226020000E0	2.880455375E-1	-1.348454117E1	-1.477894749E1	2.000832601E1
5.235992000E0	6.048590836E-1	-1.385105635E1	-1.372957108E1	1.951201524E1
5.245964000E0	1.527186017E0	-1.381722553E1	-1.310181869E1	1.910250432E1
5.255935000E0	1.547006762E0	-1.374246536E1	-1.298088424E1	1.896712787E1
5.265907000E0	8.026502162E-1	-1.340979856E1	-1.309218833E1	1.875826058E1
5.275879000E0	2.657349014E-1	-1.310848686E1	-1.355909785E1	1.886139383E1
5.285851000E0	-3.692708181E-1	-1.329017739E1	-1.373110656E1	1.911304433E1
5.295823000E0	-1.436712634E0	-1.242348554E1	-1.196848329E1	1.731045142E1
5.305794000E0	-5.842659210E-1	-1.106537849E1	-1.079119085E1	1.546718358E1
5.315766000E0	-3.750310564E-1	-1.177395344E1	-1.090735164E1	1.605418785E1
5.325738000E0	-6.461582601E-1	-1.244914312E1	-1.099670411E1	1.662306188E1
5.335710000E0	-1.165436326E-1	-1.238291054E1	-1.131633163E1	1.677526207E1
5.345682000E0	6.045070812E-2	-1.210672082E1	-1.178156183E1	1.689323955E1
5.355653000E0	6.109733708E-2	-1.152972343E1	-1.119384650E1	1.606986168E1
5.365625000E0	-1.858036096E-1	-1.160995190E1	-9.216459079E0	1.482459524E1
5.375597000E0	-2.835235932E-1	-1.059416541E1	-7.072537699E0	1.274117404E1
5.385569000E0	-1.855987671E0	-1.081615379E1	-5.586333940E0	1.231426002E1
5.395541000E0	-2.735897001E0	-1.097827603E1	-4.129495482E0	1.204410270E1
5.405512000E0	-2.527117488E0	-1.010965694E1	-3.443127674E0	1.097481728E1
5.415484000E0	-2.856894312E0	-9.569560738E0	-3.160186172E0	1.047497563E1
5.425456000E0	-2.953875646E0	-9.081800042E0	-2.751062924E0	9.938451617E0
5.435428000E0	-3.229795227E0	-7.894820527E0	-1.209933345E0	8.615318164E0
5.445400000E0	-6.465405511E0	-6.371729608E0	3.739211379E0	9.817438991E0
5.455372000E0	-3.670470635E0	-7.111759652E0	1.009074470E1	1.287915404E1
5.465343000E0	-2.761444071E0	-5.464953929E0	1.675463629E1	1.783841731E1
5.475315000E0	-3.114635777E0	-5.033184416E0	1.977641536E1	2.064317092E1
5.485287000E0	-2.272317173E-1	-4.086790635E0	1.708201955E1	1.756555960E1
5.495259000E0	2.662867324E0	-2.992472531E0	1.277918804E1	1.339228887E1
5.505231000E0	2.736138783E0	-3.133255650E0	1.108073445E1	1.183581101E1
5.515202000E0	1.582495414E0	-2.184912847E0	1.232134755E1	1.261323675E1
5.525174000E0	1.115589543E0	-6.349908091E-1	1.493920798E1	1.499425518E1
5.535146000E0	1.216806747E0	2.888925067E-1	1.631211316E1	1.635998513E1
5.545118000E0	3.180519572E0	8.647479388E-1	1.674922294E1	1.707044120E1
5.555090000E0	4.319555719E0	1.242406149E0	1.513855827E1	1.579170925E1
5.565061000E0	4.821507023E0	1.252567733E0	1.306169860E1	1.397940722E1
5.575033000E0	4.390267560E0	1.613626283E0	1.242696347E1	1.327808947E1
5.585005000E0	3.136192122E0	2.130903139E0	1.232241525E1	1.289257022E1
5.594977000E0	2.248898782E0	3.146364523E0	1.191199450E1	1.252408753E1
5.604949000E0	6.243714615E-1	4.688871999E0	1.221704141E1	1.310081910E1
5.614920000E0	-2.707000646E0	6.334550672E0	1.372422205E1	1.535606250E1
5.624892000E0	-3.419455807E0	8.175421389E0	1.424599483E1	1.677732284E1
5.634864000E0	-3.451499133E0	8.509318453E0	1.420940062E1	1.691828634E1
5.644836000E0	-4.107456450E0	8.222262264E0	1.562694345E1	1.812948308E1
5.654808000E0	-3.703545995E0	7.971400341E0	1.681078242E1	1.897002588E1
5.664780000E0	-4.135351469E0	7.959317654E0	1.697342156E1	1.919762768E1
5.674751000E0	-5.024714724E0	7.838127678E0	1.639200952E1	1.885157764E1
5.684723000E0	-5.842572963E0	7.983387133E0	1.566862942E1	1.853040951E1
5.694695000E0	-6.140424866E0	8.137222699E0	1.538299527E1	1.845415277E1
5.704667000E0	-5.952580140E0	7.399999902E0	1.544283334E1	1.812937700E1
5.714638000E0	-5.371085068E0	5.946360456E0	1.603543929E1	1.792604448E1
5.724610000E0	-4.644270900E0	4.920221472E0	1.595327071E1	1.732872407E1
5.734582000E0	-5.576853265E0	4.138398745E0	1.646038335E1	1.786538151E1
5.744554000E0	-6.621471205E0	3.808671039E0	1.644278440E1	1.813049957E1
5.754526000E0	-7.536901347E0	3.623306701E0	1.593136821E1	1.799282430E1
5.764498000E0	-8.356344767E0	3.402666696E0	1.632825382E1	1.865525425E1
5.774469000E0	-8.813088323E0	3.394266294E0	1.792919456E1	2.026444145E1
5.784441000E0	-9.587355570E0	3.113194438E0	2.034768131E1	2.270765292E1
5.794413000E0	-1.047862911E1	2.147638309E0	2.205471745E1	2.451172332E1
5.804385000E0	-1.087281331E1	1.057708979E0	2.251151831E1	2.502209571E1
5.814357000E0	-1.157272034E1	-1.411742976E-1	2.202089481E1	2.487704956E1
5.824328000E0	-1.249797556E1	-1.068294193E0	2.354613634E1	2.667885271E1
5.834300000E0	-1.394886974E1	-2.172090634E0	2.295469983E1	2.694823165E1
5.844272000E0	-1.474475414E1	-2.459127234E0	2.498101967E1	2.911196361E1
5.854244000E0	-1.139020652E1	-3.927865945E0	2.674829616E1	2.933660313E1
5.864216000E0	-5.405814605E0	-4.948465278E0	2.936823235E1	3.026884887E1
5.874187000E0	-4.416263696E0	-7.012673321E0	3.155326434E1	3.262344958E1
5.884159000E0	7.876029184E-1	-1.396540216E1	2.034459866E1	2.468917719E1
5.894131000E0	-1.926185395E-1	-2.047203755E1	1.076037135E1	2.312848925E1
5.904103000E0	-3.273758980E0	-2.223416382E1	8.476137843E0	2.401916841E1
5.914075000E0	-5.356462936E0	-2.384893323E1	4.142524248E0	2.479160783E1
5.924047000E0	-4.019105313E0	-2.315827415E1	3.966422485E0	2.383676523E1
5.934018000E0	-1.260198203E0	-2.134697280E1	5.829214999E0	2.216441055E1
5.943990000E0	2.062764950E0	-1.939858582E1	6.126062935E0	2.044721933E1
5.953962000E0	5.827169643E0	-1.738795757E1	5.434407490E0	1.912667664E1
5.963934000E0	9.610659648E0	-1.566532340E1	3.723635274E0	1.875186913E1
5.973906000E0	1.285312374E1	-1.441395259E1	1.243632603E0	1.935229809E1
5.983877000E0	1.508935746E1	-1.376823171E1	-1.596280518E0	2.048904645E1
5.993849000E0	1.598627941E1	-1.359789997E1	-4.253997029E0	2.141402587E1
6.003821000E0	1.554215180E1	-1.368760328E1	-6.235951998E0	2.162859366E1
6.013793000E0	1.396111498E1	-1.376056367E1	-7.247143160E0	2.089944803E1
6.023765000E0	1.176669120E1	-1.367939964E1	-7.296493660E0	1.946329406E1
6.033736000E0	9.412149015E0	-1.342161227E1	-6.416735042E0	1.760405390E1
6.043708000E0	7.302340291E0	-1.304525506E1	-4.798070213E0	1.570109331E1
6.053680000E0	5.767410514E0	-1.273492930E1	-2.675067540E0	1.423367256E1
6.063652000E0	4.956471285E0	-1.256629209E1	-2.296798003E-1	1.351040552E1
6.073624000E0	4.986569828E0	-1.263569269E1	2.281614976E0	1.377433756E1
6.083595000E0	5.841605249E0	-1.294227390E1	4.675126072E0	1.494936820E1
6.093567000E0	7.454854386E0	-1.340599436E1	6.619389011E0	1.670664088E1
6.103539000E0	9.621072369E0	-1.391797188E1	8.044639056E0	1.873475894E1
6.113511000E0	1.218959692E1	-1.435896772E1	8.566652157E0	2.069187657E1
6.123483000E0	1.468986633E1	-1.456522825E1	8.116152842E0	2.222183574E1
6.133454000E0	1.664179321E1	-1.450723907E1	6.727570102E0	2.307963315E1
6.143426000E0	1.754082367E1	-1.425085621E1	4.571188890E0	2.305782222E1
6.153398000E0	1.703564295E1	-1.400227353E1	1.931814948E0	2.213614022E1
6.163370000E0	1.502753602E1	-1.402125476E1	-6.947375125E-1	2.056465618E1
6.173342000E0	1.174574647E1	-1.455754384E1	-2.896877572E0	1.892819438E1
6.183314000E0	7.708708330E0	-1.570614515E1	-4.304558195E0	1.801766913E1
6.193285000E0	3.601606807E0	-1.736417461E1	-4.782555211E0	1.836733420E1
6.203257000E0	-6.790049940E-2	-1.923384988E1	-4.273187299E0	1.970293687E1
6.213229000E0	-2.958520381E0	-2.101184549E1	-2.963172719E0	2.142500609E1
6.223201000E0	-4.926243519E0	-2.244222178E1	-1.109818634E0	2.300332348E1
6.233173000E0	-5.970798309E0	-2.330128535E1	1.076920298E0	2.407820776E1
6.243144000E0	-6.179897665E0	-2.351737505E1	3.316153340E0	2.454088298E1
6.253116000E0	-5.613166813E0	-2.300892457E1	5.389006784E0	2.428908491E1
6.263088000E0	-4.396426724E0	-2.188570485E1	7.070566018E0	2.341592510E1
6.273060000E0	-2.643598702E0	-2.017388569E1	8.195465645E0	2.193490221E1
6.283032000E0	-4.893575710E-1	-1.801438031E1	8.612325928E0	1.997322024E1
6.293003000E0	1.944265278E0	-1.551599487E1	8.219556173E0	1.766599468E1
6.302975000E0	4.477472057E0	-1.288195870E1	7.007384514E0	1.533284233E1
6.312947000E0	6.917766579E0	-1.036290920E1	5.085287200E0	1.345754537E1
6.322919000E0	9.004057217E0	-8.106506106E0	2.702276680E0	1.241333101E1
6.332891000E0	1.053646743E1	-6.417133822E0	1.423791164E-1	1.233762636E1
6.342862000E0	1.132315182E1	-5.387014638E0	-2.131322384E0	1.271912847E1
6.352834000E0	1.125529839E1	-5.095913930E0	-3.740315918E0	1.290891335E1
6.362806000E0	1.039048584E1	-5.446817620E0	-4.475592762E0	1.255631111E1
6.372778000E0	8.957688797E0	-6.295453264E0	-4.191555490E0	1.172356848E1
6.382750000E0	7.270402215E0	-7.426565557E0	-3.017255955E0	1.082203575E1
6.392722000E0	5.696927007E0	-8.729860225E0	-1.110976967E0	1.048330610E1
6.402693000E0	4.515553218E0	-1.010452191E1	1.188158898E0	1.113118617E1
6.412665000E0	3.894132481E0	-1.156841796E1	3.590866641E0	1.272347771E1
6.422637000E0	3.926944716E0	-1.316485986E1	5.866817858E0	1.493833932E1
6.432609000E0	4.603988262E0	-1.486984947E1	7.787511840E0	1.740558738E1
6.442581000E0	5.838580484E0	-1.665146451E1	9.199460639E0	1.989950674E1
6.452552000E0	7.555522975E0	-1.844060257E1	9.963705758E0	2.228042152E1
6.462524000E0	9.562229499E0	-2.008884612E1	1.003040144E1	2.440505941E1
