"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.472496000E0	1.164025217E1	-2.148392863E1	9.355330451E0	2.616441988E1
6.482468000E0	1.348354598E1	-2.243815680E1	8.023358114E0	2.737975837E1
6.492440000E0	1.475807176E1	-2.284553933E1	6.094867455E0	2.787232962E1
6.502411000E0	1.518898115E1	-2.269698965E1	3.859358212E0	2.758175363E1
6.512383000E0	1.447869764E1	-2.204696872E1	1.591164204E0	2.642410488E1
6.522355000E0	1.250827835E1	-2.107641746E1	-3.613801467E-1	2.451128303E1
6.532327000E0	9.395292077E0	-2.006069295E1	-1.652636567E0	2.221337711E1
6.542299000E0	5.577136855E0	-1.926842096E1	-2.050038486E0	2.016380816E1
6.552270000E0	1.543052875E0	-1.883811734E1	-1.567807209E0	1.896611970E1
6.562242000E0	-2.070668047E0	-1.874406371E1	-3.157396319E-1	1.886073386E1
6.572214000E0	-4.841715293E0	-1.881889403E1	1.513669885E0	1.949061764E1
6.582186000E0	-6.552085805E0	-1.885214130E1	3.638336092E0	2.028720162E1
6.592158000E0	-7.222114738E0	-1.865125436E1	5.731558312E0	2.080574419E1
6.602130000E0	-7.012521878E0	-1.806584516E1	7.484588063E0	2.077424567E1
6.612101000E0	-6.117625403E0	-1.708883975E1	8.784822882E0	2.016499188E1
6.622073000E0	-4.741219782E0	-1.571053407E1	9.525087985E0	1.897438660E1
6.632045000E0	-3.132410728E0	-1.402010403E1	9.544378535E0	1.724733242E1
6.642017000E0	-1.417363612E0	-1.210006201E1	8.914447467E0	1.509595290E1
6.651989000E0	2.037605551E-1	-1.006588702E1	7.750839858E0	1.270586945E1
6.661960000E0	1.564236606E0	-8.028935773E0	6.088898032E0	1.019731950E1
6.671932000E0	2.559650227E0	-6.075838276E0	4.028769591E0	7.726487201E0
6.681904000E0	3.105809990E0	-4.292447442E0	1.825854045E0	5.604007827E0
6.691876000E0	3.216536373E0	-2.800189476E0	-2.599397991E-1	4.272556149E0
6.701848000E0	2.936196589E0	-1.733749727E0	-1.965537741E0	3.935794346E0
6.711820000E0	2.410299768E0	-1.207686844E0	-3.008976882E0	4.040048807E0
6.721791000E0	1.769735539E0	-1.296431206E0	-3.157359627E0	3.844686927E0
6.731763000E0	1.116541324E0	-2.166304522E0	-2.446874394E0	3.453510404E0
6.741735000E0	6.286136895E-1	-3.708861406E0	-1.020342055E0	3.897679568E0
6.751707000E0	3.311746001E-1	-5.833774658E0	8.706814009E-1	5.907680550E0
6.761679000E0	2.737718993E-1	-8.372865490E0	2.998440492E0	8.897779102E0
6.771650000E0	5.170377052E-1	-1.113375232E1	5.014056419E0	1.222164189E1
6.781622000E0	1.117074882E0	-1.400507902E1	6.639930280E0	1.553958715E1
6.791594000E0	2.061371559E0	-1.686783955E1	7.710665978E0	1.866085833E1
6.801566000E0	3.266812488E0	-1.959635737E1	8.179859426E0	2.148486412E1
6.811538000E0	4.618468307E0	-2.207884540E1	8.130482029E0	2.397728929E1
6.821509000E0	6.012947379E0	-2.369702959E1	6.291743206E0	2.524461883E1
6.831481000E0	1.910360432E1	-6.665287900E0	-5.976273525E1	6.309483565E1
6.841453000E0	4.271654393E1	1.845976974E1	-2.558531444E2	2.600505676E2
6.851425000E0	2.381899549E0	-2.617324355E1	-1.958761859E2	1.976314558E2
6.861397000E0	6.714612819E-1	-2.088196012E1	-5.729099557E1	6.098167997E1
6.871368000E0	2.986483521E0	-5.646825725E0	-3.131195676E0	7.114078363E0
6.881340000E0	-3.008619033E-2	-3.366204921E0	1.255116651E1	1.299476901E1
6.891312000E0	6.098084593E-1	-3.629807343E0	1.061163455E1	1.123183670E1
6.901284000E0	6.642337579E-1	-3.949635714E0	9.042947048E0	9.890183015E0
6.911256000E0	6.536402111E-1	-4.116699143E0	9.105062605E0	1.001382157E1
6.921228000E0	6.829335921E-1	-4.294941865E0	8.949729567E0	9.950406184E0
6.931199000E0	6.823354950E-1	-4.487459686E0	8.841039183E0	9.938151236E0
6.941171000E0	7.037309687E-1	-4.672392206E0	8.721243183E0	9.919000396E0
6.951143000E0	7.442154819E-1	-4.849535066E0	8.600426259E0	9.901473571E0
6.961115000E0	7.535890802E-1	-5.030789981E0	8.478882526E0	9.887779995E0
6.971087000E0	7.739301547E-1	-5.200007817E0	8.341400453E0	9.859919406E0
6.981058000E0	7.891880985E-1	-5.381124737E0	8.231805505E0	9.866202064E0
6.991030000E0	8.141910850E-1	-5.556655812E0	8.102045850E0	9.858117360E0
7.001002000E0	8.414293159E-1	-5.715131729E0	7.978493598E0	9.850233198E0
7.010974000E0	8.661492240E-1	-5.887293053E0	7.849021041E0	9.849749503E0
7.020946000E0	8.869035506E-1	-6.055461314E0	7.736199015E0	9.864278222E0
7.030917000E0	9.081149831E-1	-6.214192169E0	7.605689746E0	9.863436199E0
7.040889000E0	9.267102984E-1	-6.364420003E0	7.485432401E0	9.868958009E0
7.050861000E0	9.268879806E-1	-6.523511047E0	7.337218348E0	9.861546065E0
7.060833000E0	9.533190764E-1	-6.684596575E0	7.189510079E0	9.863148778E0
7.070805000E0	9.689302652E-1	-6.825731989E0	7.056423942E0	9.865219810E0
7.080777000E0	9.979705348E-1	-6.956235411E0	6.917170748E0	9.860649442E0
7.090748000E0	1.013702980E0	-7.109503797E0	6.757166954E0	9.860625903E0
7.100720000E0	8.026426148E-1	-6.812988567E0	7.134939770E0	9.897899469E0
7.110692000E0	-1.644199035E-1	-3.450860032E0	9.099749824E0	9.733494528E0
7.120664000E0	-1.155351560E0	4.428598689E0	1.332748847E1	1.409146098E1
7.130636000E0	-1.008284146E0	1.137141006E1	1.712643150E1	2.058252316E1
7.140607000E0	1.168021965E0	6.329025638E0	1.526985867E1	1.657074001E1
7.150579000E0	1.923079354E0	-6.827921187E0	7.341624810E0	1.020873140E1
7.160551000E0	3.736921317E0	-1.101703605E1	-2.590854010E1	2.840056539E1
7.170523000E0	1.338137758E1	-1.315159253E1	-7.979844890E1	8.197449663E1
7.180495000E0	9.997287487E0	-1.848564484E1	-6.629871081E1	6.954986612E1
7.190466000E0	-3.164614706E-1	-1.285228175E1	-9.241309161E0	1.583297473E1
7.200438000E0	-1.103367766E0	-7.194375547E0	1.099178309E1	1.318316182E1
7.210410000E0	-7.552808259E-1	-4.535723773E0	1.223931579E1	1.307455889E1
7.220382000E0	-3.534715318E-1	-2.820211512E0	1.043701097E1	1.081710373E1
7.230354000E0	1.915520804E-1	-2.255668688E0	9.272825654E0	9.545157360E0
7.240325000E0	2.631938294E-1	-2.335301333E0	8.584884360E0	8.900738328E0
7.250297000E0	2.357002762E-1	-2.211712829E0	7.537829300E0	7.859141099E0
7.260269000E0	4.656215665E-1	-1.692418098E0	4.871290802E0	5.177891128E0
7.270241000E0	1.241090380E0	-1.060480852E0	-8.381983638E-2	1.634610269E0
7.280213000E0	2.592745175E0	-1.404959914E0	-5.171917793E0	5.953568137E0
7.290185000E0	3.146979066E0	-3.646643231E0	-8.353100731E0	9.642394719E0
7.300156000E0	1.889403192E0	-6.052971570E0	-7.727496604E0	9.996124900E0
7.310128000E0	5.252561130E-2	-4.572882536E0	-3.874213064E0	5.993624988E0
7.320100000E0	4.462461962E-1	-2.087630235E0	-1.088108361E-1	2.137562973E0
7.330072000E0	9.259684329E-1	-1.780730935E0	1.931728263E0	2.785676630E0
7.340044000E0	9.390246076E-1	-1.447468002E0	1.975657225E0	2.623004442E0
7.350015000E0	1.044450271E0	-1.014302174E0	6.619445729E-1	1.599329824E0
7.359987000E0	1.746020986E-1	-2.554294762E-1	3.029452955E0	3.045211867E0
7.369959000E0	-1.677453466E0	2.135191195E0	1.165672144E1	1.196879469E1
7.379931000E0	1.270033366E0	-1.146780200E0	-3.240959609E-1	1.741587715E0
7.389903000E0	5.777726172E0	-4.213927815E0	-7.451527905E0	1.032785435E1
7.399874000E0	6.434373168E0	-6.504805804E0	-8.335424014E0	1.237711396E1
7.409846000E0	2.480571898E0	-8.180301476E0	-4.999589823E0	9.902851487E0
7.419818000E0	-1.074568475E0	-7.243482803E0	-3.757807279E0	8.230665591E0
7.429790000E0	4.044017960E0	-6.444253208E0	-3.346766145E0	8.311637883E0
7.439762000E0	1.136421565E1	-8.173468419E0	-1.713556952E0	1.410273948E1
7.449734000E0	1.291376054E1	-9.516458665E0	6.652809942E-1	1.605524200E1
7.459705000E0	1.404737076E1	-1.007889240E1	1.532330105E0	1.735686414E1
7.469677000E0	2.034882970E1	-1.516183954E1	2.161931974E0	2.546821938E1
7.479649000E0	2.191877202E1	-1.523258851E1	1.791772233E0	2.675209838E1
7.489621000E0	1.749058088E1	-6.854452343E0	2.571379741E0	1.896090531E1
7.499593000E0	1.701471342E1	-7.009375491E0	1.344352062E0	1.845099185E1
7.509564000E0	1.838381324E1	-7.433724888E0	1.477966787E0	1.988489982E1
7.519535708E0	1.431657073E1	-6.287609224E0	2.452874222E0	1.582765994E1
7.529507708E0	7.638267508E0	-8.085799946E0	-1.847942340E-1	1.112463214E1
7.539479708E0	1.895365452E0	-1.109168745E1	-4.234785125E0	1.202295079E1
7.549451708E0	-3.106832521E-1	-1.139265183E1	-4.912193829E0	1.241042658E1
7.559422708E0	7.543292646E-1	-1.131573755E1	-4.424547154E0	1.217339503E1
7.569394708E0	-7.859325881E-1	-9.538157097E0	-6.738609645E0	1.170482767E1
7.579366708E0	-4.708478006E0	-1.099234910E1	-1.252520604E1	1.731710976E1
7.589338708E0	-1.027516939E1	-1.049573923E1	-1.397693754E1	2.027546377E1
7.599310708E0	-1.427099870E1	-9.735356784E0	-1.401079058E1	2.224277025E1
7.609281708E0	-1.341512537E1	-7.205568287E0	-1.209211447E1	1.944492313E1
7.619253708E0	-1.009157501E1	-4.506690009E0	-1.338567645E1	1.735875788E1
7.629225708E0	-7.705204679E0	-3.093652459E0	-1.418602930E1	1.643728359E1
7.639197708E0	-6.751203963E0	-1.344753181E0	-1.636485972E1	1.775375312E1
7.649169708E0	-5.260585556E0	-7.999040714E-1	-1.937125126E1	2.008877752E1
7.659140708E0	-6.730108379E0	-6.623350208E-1	-2.230873687E1	2.331121591E1
7.669112708E0	-7.946349699E0	-1.468659043E0	-2.583861910E1	2.707278467E1
7.679084708E0	-7.270484076E0	-3.749535443E-1	-2.795045096E1	2.888300950E1
7.689056708E0	-6.404245974E0	2.226785489E0	-2.792358417E1	2.873498726E1
7.699028708E0	-4.355477504E0	5.693010542E0	-2.453694001E1	2.556251119E1
7.709000708E0	-2.596510490E0	8.277059446E0	-1.837500850E1	2.031975682E1
7.718971708E0	-1.976423210E0	1.074260166E1	-1.274634774E1	1.678627772E1
7.728943708E0	-1.039307499E-1	1.216898899E1	-8.192909827E0	1.467033967E1
7.738915708E0	3.453526947E0	1.362959539E1	-4.625376207E0	1.480158181E1
7.748887708E0	8.972747716E0	1.453426607E1	-2.417246552E0	1.725103396E1
7.758859708E0	1.446294524E1	1.416362861E1	1.373229121E0	2.028967518E1
7.768830708E0	1.701996539E1	1.205878301E1	9.920843328E0	2.309797831E1
7.778802708E0	2.078926070E1	8.261777163E0	1.887866544E1	2.927207425E1
7.788774708E0	2.466258966E1	5.296944128E0	2.650281836E1	3.658825394E1
7.798746708E0	2.481705907E1	1.314578917E0	3.449578907E1	4.251557364E1
7.808718708E0	2.355656543E1	-4.082667471E0	4.325813643E1	4.942515874E1
7.818689708E0	2.100732910E1	-8.931083965E0	4.949823352E1	5.450823110E1
7.828661708E0	1.867126821E1	-1.350160569E1	4.934411027E1	5.445870758E1
7.838633708E0	1.621292918E1	-1.680447912E1	4.236233831E1	4.837165801E1
7.848605708E0	1.434093023E1	-1.934427338E1	3.599472281E1	4.330685006E1
7.858577708E0	1.073648196E1	-2.288146930E1	3.256259901E1	4.122082649E1
7.868548708E0	6.012539828E0	-2.721436369E1	2.968437493E1	4.071773988E1
7.878520708E0	1.844236375E0	-3.123933201E1	2.496261731E1	4.003035517E1
7.888492708E0	-2.497418895E0	-3.398470968E1	1.869010326E1	3.886537731E1
7.898464708E0	-5.016996984E0	-3.536848367E1	1.246958616E1	3.783636445E1
7.908436708E0	-6.496292843E0	-3.541867617E1	5.403195637E0	3.641262096E1
7.918407708E0	-6.950646057E0	-3.474453665E1	-2.178000707E0	3.549983091E1
7.928379708E0	-5.398629547E0	-3.294036890E1	-6.738970419E0	3.405329392E1
7.938351708E0	-1.763319097E0	-2.915777937E1	-7.739607942E0	3.021898282E1
7.948323708E0	3.467074946E0	-2.561493737E1	-6.766088051E0	2.671938571E1
7.958295708E0	8.236095023E0	-2.246289520E1	-5.652556581E0	2.458386296E1
7.968267708E0	1.127189513E1	-1.932069273E1	-5.448374734E0	2.302237117E1
7.978238708E0	1.296144225E1	-1.651015719E1	-5.748878349E0	2.176313115E1
7.988210708E0	1.383241893E1	-1.408294172E1	-5.931121443E0	2.061172633E1
7.998182708E0	1.363361126E1	-1.174334560E1	-5.649549943E0	1.885998241E1
8.008154708E0	1.310633508E1	-9.616429680E0	-5.426606719E0	1.713767194E1
8.018126708E0	1.215758458E1	-7.761922086E0	-5.575251127E0	1.546407845E1
8.028097708E0	9.826215498E0	-6.126129593E0	-7.359811989E0	1.372045215E1
8.038069708E0	6.120877624E0	-4.500771457E0	-8.446097188E0	1.136039807E1
8.048041708E0	1.854792938E0	-3.229521870E0	-5.882572011E0	6.962379035E0
8.058013708E0	-1.835018824E0	-3.426665424E0	-2.257676622E0	4.495156698E0
8.067985708E0	-4.150878750E0	-2.865843183E0	-1.412570357E-2	5.044110534E0
8.077956708E0	-4.824360464E0	-1.352564476E0	5.372281408E-1	5.039097005E0
8.087928708E0	-3.806049732E0	2.112259877E-1	-7.360808355E-1	3.882324816E0
8.097900708E0	-1.986418440E0	1.778260487E0	-2.214581473E0	3.465896663E0
8.107872708E0	-1.094205837E0	3.192030108E0	-2.430754205E0	4.158714781E0
8.117844708E0	-1.503615306E0	3.392001960E0	-1.183020365E0	3.894364321E0
8.127816708E0	-3.105153640E0	2.780141712E0	1.363826798E0	4.385338140E0
8.137787708E0	-4.940396705E0	1.470025975E0	3.856018867E0	6.437187078E0
8.147759708E0	-5.658486242E0	1.415113896E-2	5.025156773E0	7.567751807E0
8.157731708E0	-4.536242129E0	-1.011889028E0	5.988642842E0	7.580584090E0
8.167703708E0	-2.489905808E0	-1.439418725E0	7.167718091E0	7.723194924E0
8.177675708E0	-7.394312900E-1	-1.398156971E0	7.965624461E0	8.121131362E0
8.187646708E0	4.703719541E-1	-1.135592722E0	7.231933383E0	7.335644556E0
8.197618708E0	1.171806283E0	-9.122170973E-1	5.528978017E0	5.724933878E0
8.207590708E0	1.382802475E0	-8.717662056E-1	3.267063918E0	3.653193897E0
8.217562708E0	4.405280870E0	5.883917163E-1	5.540606375E0	7.102888381E0
8.227534708E0	4.995127813E0	7.884382662E-1	3.617608005E0	6.217718588E0
8.237505708E0	3.477891710E0	-1.632361346E0	2.986242031E0	4.866002033E0
8.247477708E0	4.629443530E0	-2.245928396E0	3.766985069E0	6.376999159E0
8.257449708E0	4.081495397E0	-2.032655298E0	1.956090102E0	4.961509924E0
8.267421708E0	4.042502362E0	-1.883069196E0	4.014167340E0	6.000109530E0
8.277393708E0	2.819643455E0	-2.114433287E0	3.413687528E0	4.906575168E0
8.287364708E0	3.710838058E0	-1.754724567E0	1.593752766E0	4.403342512E0
8.297336708E0	1.161567048E1	2.892310020E0	-1.247553746E0	1.203518377E1
8.307308708E0	1.104942495E1	5.895834081E0	-1.389107820E0	1.260080441E1
8.317280708E0	4.471384813E0	2.727999167E0	-4.945230598E0	7.203510760E0
8.327252708E0	3.056571464E0	2.357091567E-1	-7.007145363E0	7.648416441E0
8.337224708E0	7.610402602E-1	-4.738326287E-1	-5.938195404E0	6.005486183E0
8.347195708E0	-4.368460661E-1	1.602891380E-1	-3.725500828E0	3.754448496E0
8.357167708E0	-1.011539072E-1	5.203118536E-1	-7.818119091E-1	9.445561916E-1
8.367139708E0	-7.902655211E-1	1.577250462E0	3.096324636E0	3.563630854E0
8.377111708E0	-2.744118771E0	4.098121077E0	5.438796995E0	7.342022674E0
8.387083708E0	-5.459565720E-1	3.312618406E0	4.492905198E0	5.608717001E0
8.397054708E0	2.598784472E0	8.465332773E-1	2.396658506E0	3.635143919E0
8.407026708E0	3.201419275E0	-1.207661994E0	-3.164214903E-1	3.436226917E0
8.416998708E0	3.319876555E0	-1.435835259E0	-2.532830803E0	4.415703240E0
8.426970708E0	3.208605795E0	-5.942700684E-1	-3.846402537E0	5.044117419E0
8.436942708E0	1.729120486E0	4.778806561E-1	-3.174701300E0	3.646499132E0
8.446913708E0	-1.953945343E0	2.428865554E0	2.720172084E0	4.137224487E0
8.456885708E0	-2.507396584E0	2.404019566E0	3.435614587E0	4.885672450E0
8.466857708E0	-2.054421266E0	1.248039357E0	2.423548096E0	3.413478336E0
8.476829708E0	-9.083810315E-1	7.517180443E-2	7.066196394E-1	1.153307510E0
8.486801708E0	3.337190160E-1	-1.012561750E0	-3.090487361E-2	1.066585576E0
8.496773708E0	-2.172708392E-2	-1.773452614E0	-3.457049310E-1	1.806963790E0
8.506744708E0	-1.018523571E0	-1.242393578E0	-8.210771316E-1	1.804189492E0
8.516717458E0	7.187523195E-1	6.068681869E-1	-9.615149724E-1	1.345141232E0
8.526689458E0	-6.945626807E-1	3.752637756E-1	-1.442826775E0	1.644685174E0
8.536661458E0	-1.677952087E0	2.632276154E-1	-1.515152155E0	2.276070745E0
8.546633458E0	-1.521605726E0	-5.050532520E-3	-1.789202381E0	2.348734693E0
8.556604458E0	-1.199315386E0	-3.157721570E-1	-2.173439294E0	2.502380430E0
8.566576458E0	-1.085668610E0	-3.890570650E-1	-2.085685451E0	2.383301393E0
8.576548458E0	-1.133968658E0	-4.505577868E-1	-1.752771304E0	2.135671904E0
8.586520458E0	-1.330983573E0	-4.702769369E-1	-1.467776844E0	2.036429849E0
8.596492458E0	-1.462269059E0	-4.673752561E-1	-1.169690468E0	1.929986068E0
8.606463458E0	-1.659463483E0	-5.026395214E-1	-9.965222526E-1	1.999880532E0
8.616435458E0	-1.830844497E0	-4.295662826E-1	-9.856189495E-1	2.123196523E0
8.626407458E0	-2.044635074E0	-3.277276665E-1	-5.773599207E-1	2.149716838E0
8.636379458E0	-2.422764862E0	-1.612328786E-1	2.306358200E-1	2.439052787E0
8.646351458E0	-2.768382085E0	-1.560174546E-1	7.207699013E-1	2.864924094E0
8.656322458E0	-2.474072717E0	-1.645114124E-2	4.503338385E-1	2.514777727E0
8.666294458E0	-1.905767210E0	1.070566714E-1	-6.330610818E-1	2.011013705E0
8.676266458E0	-1.763017673E0	-3.686377108E-3	-1.752641496E0	2.485959999E0
8.686238458E0	-2.051533326E0	-2.007238036E-1	-1.944412628E0	2.833693615E0
8.696210458E0	-2.321211005E0	-1.984188312E-1	-1.185298440E0	2.613871258E0
8.706182458E0	-2.484533386E0	-3.723886997E-2	1.375294358E-1	2.488615524E0
8.716153458E0	-2.608928514E0	1.699961007E-2	1.353941495E0	2.939379960E0
8.726125458E0	-2.733460174E0	-1.012454161E-1	2.249523264E0	3.541526517E0
8.736097458E0	-2.447303287E0	-1.055773258E-1	2.139859319E0	3.252604780E0
8.746069458E0	-2.147263064E0	-1.501258001E-1	1.276046643E0	2.502313221E0
8.756041458E0	-2.478204360E0	-5.877214792E-1	3.782815236E-1	2.574880638E0
8.766012458E0	-2.788438619E0	-5.999307579E-1	-5.526542652E-1	2.905294061E0
8.775984458E0	-3.405018739E0	3.585983339E-1	-2.909990246E0	4.493416140E0
8.785956458E0	-3.791815270E0	1.377604300E0	-2.008884612E0	4.506803084E0
8.795928458E0	-3.750887684E0	2.183885345E0	-5.001825213E-1	4.369061246E0
8.805900458E0	-3.566850372E0	1.841701315E0	-2.237770361E-1	4.020492690E0
8.815871458E0	-3.325112736E0	8.092792046E-1	7.374332964E-2	3.422973213E0
8.825843458E0	-3.412452596E0	1.890001363E-1	3.489477968E-1	3.435450238E0
8.835815458E0	-3.673734258E0	3.493506700E-2	7.945600086E-1	3.758838846E0
8.845787458E0	-3.275693239E0	-2.095191854E-1	1.340648435E0	3.545617395E0
8.855759458E0	-2.256542262E0	-2.458958834E-1	3.591307229E-1	2.298134600E0
8.865730458E0	-1.858209466E0	5.976728556E-1	-1.692630937E0	2.583632085E0
8.875702458E0	-2.410270239E0	1.072165343E0	-1.625758671E0	3.098714637E0
8.885674458E0	-2.925107637E0	1.113692268E0	-1.278294312E0	3.380917258E0
8.895646458E0	-3.167650727E0	1.358172833E0	-1.084466130E0	3.613130410E0
8.905618458E0	-2.962131914E0	1.225233754E0	-3.713028717E-1	3.226962822E0
8.915590458E0	-3.000934330E0	7.906754109E-1	6.309356189E-1	3.166836625E0
8.925561458E0	-2.788193328E0	4.260138068E-1	2.106824890E0	3.520542702E0
8.935533458E0	-2.467954483E0	2.150255084E-2	2.889453070E0	3.800026413E0
8.945505458E0	-1.876336273E0	-4.017028382E-1	1.420825456E0	2.387623915E0
8.955477458E0	-8.885105847E-1	-5.285888797E-1	-1.076591100E0	1.492617051E0
8.965449458E0	-6.390158862E-1	-1.646529150E-1	-1.937649153E0	2.046933347E0
8.975420458E0	-1.330452207E0	2.021259660E-1	-1.008213760E0	1.681503187E0
8.985392458E0	-2.168355432E0	6.968898726E-1	4.400082403E-1	2.319704297E0
8.995364458E0	-2.327627886E0	1.055385295E0	1.132934285E0	2.795573249E0
9.005336458E0	-2.294829099E0	9.401624027E-1	1.160530804E0	2.738060935E0
9.015308458E0	-2.290356856E0	6.830986297E-1	1.087203212E0	2.625713063E0
9.025279458E0	-2.160753467E0	4.008514836E-1	9.789197946E-1	2.405789148E0
9.035251458E0	-1.990321603E0	2.392803437E-1	1.127078884E0	2.299769983E0
9.045223458E0	-1.914464213E0	2.378638557E-1	1.006464858E0	2.175942082E0
9.055195458E0	-1.976415316E0	2.248181328E-1	7.246039206E-1	2.117028941E0
9.065167458E0	-2.255346945E0	3.124787128E-1	4.155095762E-1	2.314493680E0
9.075139458E0	-2.474162472E0	5.079104939E-1	3.300110042E-2	2.525973492E0
9.085110458E0	-2.644041629E0	6.709133247E-1	-4.387107432E-1	2.762887609E0
9.095082458E0	-2.835410179E0	8.417122480E-1	-7.156401390E-1	3.043052941E0
9.105054458E0	-2.934613456E0	9.693549192E-1	-5.790866035E-1	3.144351505E0
9.115026458E0	-3.074594629E0	1.012826629E0	-2.492586172E-1	3.246702907E0
9.124998458E0	-3.099270464E0	9.464580998E-1	5.231913149E-2	3.240987139E0
9.134969458E0	-3.198460291E0	7.218738556E-1	1.768408513E-1	3.283675195E0
9.144941458E0	-3.151807696E0	6.468909162E-1	1.692049724E-1	3.221954366E0
9.154913458E0	-3.105863199E0	6.548103851E-1	1.097300184E-1	3.176035820E0
9.164885458E0	-3.168902616E0	6.265636557E-1	2.219603062E-2	3.230327920E0
9.174857458E0	-3.081501360E0	5.814000544E-1	-2.185928947E-1	3.143478886E0
9.184828458E0	-3.058759199E0	5.860889366E-1	-6.910064042E-1	3.190140739E0
9.194800458E0	-2.956558933E0	7.065901110E-1	-9.165177244E-1	3.174982685E0
9.204772458E0	-2.770628000E0	7.500243983E-1	-6.544846952E-1	2.944022135E0
9.214744458E0	-2.757319445E0	6.050581813E-1	-5.139930600E-1	2.869336995E0
9.224716458E0	-2.951656627E0	4.800122586E-1	-4.437837875E-1	3.023182539E0
9.234688458E0	-3.071202659E0	4.566307050E-1	-3.880715168E-1	3.129120783E0
9.244659458E0	-3.156342212E0	4.195728064E-1	-3.533665377E-1	3.203655008E0
9.254631458E0	-3.196882420E0	3.539726016E-1	-3.519491726E-1	3.235617720E0
9.264603458E0	-3.263367308E0	3.317140058E-1	-2.808037609E-1	3.292180299E0
9.274575458E0	-3.336380321E0	4.057853642E-1	-2.621721929E-1	3.371176303E0
9.284547458E0	-3.266014635E0	4.572350147E-1	-5.898179984E-1	3.350194133E0
9.294518458E0	-3.143667495E0	5.154083785E-1	-7.771294588E-1	3.279057991E0
9.304490458E0	-3.272399795E0	6.055113405E-1	-5.944144946E-1	3.380617250E0
9.314462458E0	-3.371071851E0	6.450689238E-1	-3.867851293E-1	3.453960347E0
9.324434458E0	-3.307192190E0	5.750882775E-1	-3.725980300E-1	3.377436306E0
9.334406458E0	-3.158080882E0	4.987081459E-1	-5.990741408E-1	3.252856359E0
9.344377458E0	-3.226214685E0	4.357625771E-1	-6.926792926E-1	3.328386218E0
9.354349458E0	-3.259263732E0	4.784130451E-1	-3.940935642E-1	3.317678233E0
9.364321458E0	-3.259051771E0	4.716209194E-1	-2.170802200E-1	3.300146748E0
9.374293458E0	-3.388432235E0	3.826534867E-1	-2.787379396E-1	3.421343528E0
9.384265458E0	-3.377017300E0	3.218842515E-1	-1.899199033E-1	3.397635190E0
9.394237458E0	-3.278747824E0	2.754740238E-1	-1.806117207E-1	3.295253227E0
9.404208458E0	-3.466881988E0	4.468529910E-2	-4.161931157E-1	3.492060166E0
9.414180458E0	-3.379987978E0	1.839232913E-1	-1.246187836E0	3.607094486E0
9.424152458E0	-2.905580860E0	6.932745391E-1	-3.712545737E0	4.765084005E0
9.434124458E0	-3.428849359E0	1.169029440E0	-7.357551455E-1	3.696616479E0
9.444096458E0	-4.528258925E0	1.030744252E0	2.010535281E0	5.060614066E0
9.454067458E0	-3.494529378E0	4.777710208E-1	2.414508886E0	4.274324962E0
9.464039458E0	-2.713835456E0	-2.621657610E-2	1.528544033E0	3.114809312E0
9.474011458E0	-2.724929379E0	-7.953470439E-2	-2.966304195E-1	2.742180792E0
9.483983458E0	-2.227527355E0	6.325897962E-1	-1.964969099E0	3.036964196E0
